,speech_type,proceeding,date,speaker_surname,country,speaker_name,country_code,position
4653,General debate,A_71_PV.10_E, 2016-09-20 ,Renzi,Italy,Matteo  Renzi,ITA,President of the Council of Ministers of the Republic of Italy 
4654,General debate,A_71_PV.10_E, 2016-09-20 ,Key,New Zealand,John  Key,NZL,Prime Minister of New Zealand 
4655,General debate,A_71_PV.10_E, 2016-09-20 ,Sall,Senegal,Macky  Sall,SEN,President of the Republic of Senegal 
4656,General debate,A_71_PV.10_E, 2016-09-20 ,Tsakhia,Mongolia,Elbegdorj  Tsakhia,MNG,President of Mongolia 
4657,General debate,A_71_PV.10_E, 2016-09-20 ,Solís Rivera,Costa Rica,Luis Guillermo  Solís Rivera,CRI,President of the Republic of Costa Rica 
4658,General debate,A_71_PV.10_E, 2016-09-20 ,Varela Rodríguez,Panama,Juan Carlos  Varela Rodríguez,PAN,President of the Republic of Panama 
4659,General debate,A_71_PV.10_E, 2016-09-20 ,Lungu,Zambia,Edgar Chagwa  Lungu,ZMB,President of the Republic of Zambia 
4660,General debate,A_71_PV.10_E, 2016-09-20 ,Don Felipe VI,Spain,King of Spain  Don Felipe VI,ESP,King of the Kingdom of Spain 
4661,General debate,A_71_PV.10_E, 2016-09-20 ,Peña Nieto,Mexico,Enrique  Peña Nieto,MEX,President of the United Mexican States 
4662,General debate,A_71_PV.10_E, 2016-09-20 ,Rebelo de Sousa,Portugal,Marcelo  Rebelo de Sousa,PRT,Mr. Zamora Rivas (El Salvador)
4637,General debate,A_71_PV.11_E, 2016-09-21 ,Abe,Japan,Shinzo  Abe,JPN,Prime Minister of Japan 
4638,General debate,A_71_PV.11_E, 2016-09-21 ,Dukanovic,Montenegro,Milo  Dukanovic,MNE,Prime Minister of Montenegro 
4639,General debate,A_71_PV.11_E, 2016-09-21 ,Aung San Suu Kyi (Myanmar. State Counsellor),Myanmar,ung San Suu Kyi ,MMR,President of the Republic of Colombia 
4640,General debate,A_71_PV.11_E, 2016-09-21 ,Sharif,Pakistan,Muhammad Nawaz  Sharif,PAK,Prime Minister of the Islamic Republic of Pakistan 
4641,General debate,A_71_PV.11_E, 2016-09-21 ,Al Sabah,Kuwait,Jaber Al Mubarak Al Hamad  Al Sabah,KWT,Prime Minister of the State of Kuwait 
4642,General debate,A_71_PV.11_E, 2016-09-21 ,Mohammed,Saudi Arabia,Prince of Saudi Arabia  Mohammed,SAU,
4643,General debate,A_71_PV.11_E, 2016-09-21 ,Ruto,Kenya,William Samoei  Ruto,KEN,Vice-President of the Republic of Kenya 
4644,General debate,A_71_PV.11_E, 2016-09-21 ,Poroshenko,Ukraine,Petro  Poroshenko,UKR,President of Ukraine 
4645,General debate,A_71_PV.11_E, 2016-09-21 ,Danesh,Afghanistan,Sarwar  Danesh,AFG,Vice-President of the Islamic Republic of Afghanistan 
4646,General debate,A_71_PV.11_E, 2016-09-21 ,Mahama,Ghana,John Dramani   Mahama,GHA,President of the Republic of Ghana 
4647,General debate,A_71_PV.11_E, 2016-09-21 ,Santos Calderón,Colombia,Juan Manuel  Santos Calderón,COL,President of the Republic of Colombia 
4648,General debate,A_71_PV.11_E, 2016-09-21 ,Li,China,Keqiang  Li,CHN,Premier of the State Council of the Peoples Republic of China 
4649,General debate,A_71_PV.11_E, 2016-09-21 ,Geingob,Namibia,Hage Gottried  Geingob,NAM,President of the Republic of Namibia 
4650,General debate,A_71_PV.11_E, 2016-09-21 ,Bachelet,Chile,Michelle  Bachelet,CHL,President of the Republic of Chile 
4651,General debate,A_71_PV.11_E, 2016-09-21 ,Mugabe,Zimbabwe,Robert Gabriel  Mugabe,ZWE,President of the Republic of Zimbabwe 
4652,General debate,A_71_PV.11_E, 2016-09-21 ,Niinistö,Finland,Sauli  Niinistö,FIN,President of the Republic of Finland 
4627,General debate,A_71_PV.12_E, 2016-09-21 ,Nyusi,Mozambique,Filipe Jacinto  Nyusi,MOZ,President of the Republic of Mozambique 
4628,General debate,A_71_PV.12_E, 2016-09-21 ,Morales Ayma,Bolivia,Evo  Morales Ayma,BOL,Constitutional President of the Plurinational State of Bolivia 
4629,General debate,A_71_PV.12_E, 2016-09-21 ,Zeman,Czechia,Milos  Zeman,CZE,President of the Czech Republic 
4630,General debate,A_71_PV.12_E, 2016-09-21 ,Vaz,Guinea-Bissau,José Mário   Vaz,GNB,President of the Republic of Guinea-Bissau 
4631,General debate,A_71_PV.12_E, 2016-09-21 ,Izetbegovic,Bosnia and Herzegovina,Bakir  Izetbegovic,BIH,Chairman of the Presidency of Bosnia and Herzegovina 
4632,General debate,A_71_PV.12_E, 2016-09-21 ,Vejonis,Latvia,Raimonds  Vejonis,LVA,President of the Republic of Latvia 
4633,General debate,A_71_PV.12_E, 2016-09-21 ,Christian,Micronesia,Peter M.  Christian,FSM,Hinduism
4634,General debate,A_71_PV.12_E, 2016-09-21 ,Sirisena,Sri Lanka,Sirisena P. Gamaralalage Maithreepala  Sirisena,LKA,President of the Democratic Socialist Republic of Sri Lanka 
4635,General debate,A_71_PV.12_E, 2016-09-21 ,Medina Sánchez,Dominican Republic,Danilo  Medina Sánchez,DOM,President of the Dominican Republic 
4636,General debate,A_71_PV.12_E, 2016-09-21 ,Grabar-Kitarović,Croatia,Kolinda  Grabar-Kitarović,HRV,President of the Republic of Croatia 
4616,General debate,A_71_PV.13_E, 2016-09-21 ,Kurz,Austria,Sebastian  Kurz,AUT,Federal Minister for Europe
4617,General debate,A_71_PV.13_E, 2016-09-21 ,Chan-o-cha,Thailand,Prayut  Chan-o-cha,THA,21 September 2016
4618,General debate,A_71_PV.13_E, 2016-09-21 ,Turnbull,Australia,Malcolm  Turnbull,AUS,Prime Minister of the Commonwealth of Australia 
4619,General debate,A_71_PV.13_E, 2016-09-21 ,Kvirikashvili,Georgia,Giorgi  Kvirikashvili,GEO,Prime Minister of Georgia 
4620,General debate,A_71_PV.13_E, 2016-09-21 ,Hasina,Bangladesh,Sheikh  Hasina,BGD,Prime Minister of the Peoples Republic of Bangladesh 
4621,General debate,A_71_PV.13_E, 2016-09-21 ,Ciolos,Romania,Dacian-Julien  Ciolos,ROU,Prime Minister of Romania 
4622,General debate,A_71_PV.13_E, 2016-09-21 ,Dessalegn,Ethiopia,Hailemariam   Dessalegn,ETH,Prime Minister of the Federal Democratic Republic of Ethiopia 
4623,General debate,A_71_PV.13_E, 2016-09-21 ,Njie-Saidy,Gambia,Aja Isatou  Njie-Saidy,GMB,Vice-President and Minister for Womens Affairs of the Islamic Republic of the Gambia 
4624,General debate,A_71_PV.13_E, 2016-09-21 ,Hernández Alvarado,Honduras,Juan Orlando  Hernández Alvarado,HND,President of the Republic of Honduras 
4625,General debate,A_71_PV.13_E, 2016-09-21 ,Waqa,Nauru,Baron Divavesi  Waqa,NRU,President of the Republic of Nauru 
4626,General debate,A_71_PV.13_E, 2016-09-21 ,Ilves,Estonia,Toomas Hendrik  Ilves,EST,President of the Republic of Estonia 
4598,General debate,A_71_PV.14_E, 2016-09-22 ,Parolin,Holy See,Pietro  Parolin,VAT,Secretary of State of the Holy See. Cardinal Parolin (Holy See): Last year
4599,General debate,A_71_PV.14_E, 2016-09-22 ,Koenders,Netherlands,Albert Gerard  Koenders,NLD,Minister for Foreign Affairs of the Kingdom of the Netherlands. Mr. Koenders (Netherlands): Before I came here
4600,General debate,A_71_PV.14_E, 2016-09-22 ,Al-Abadi,Iraq,Haider  Al-Abadi,IRQ,Prime Minister of the Republic of Iraq 
4601,General debate,A_71_PV.14_E, 2016-09-22 ,Salam,Lebanon,Tammam  Salam,LBN,President of the Council of Ministers of the Lebanese Republic 
4602,General debate,A_71_PV.14_E, 2016-09-22 ,Telle,Monaco,Serge   Telle,MCO,Head of Government of the Principality of Monaco 
