,speech_type,proceeding,date,speaker_surname,country,speaker_name,country_code,position
246,General debate,A_48_PV.15_E, 1993-10-04 ,Mesfin,Ethiopia,Seyoum  Mesfin,ETH,
247,General debate,A_48_PV.15_E, 1993-10-04 ,Jameel,Maldives,Fathulla  Jameel,MDV,
248,General debate,A_48_PV.15_E, 1993-10-04 ,Natchaba,Togo,Ouattara  Natchaba,TGO,
249,General debate,A_48_PV.15_E, 1993-10-04 ,Simmonds,Saint Kitts and Nevis,Kennedy  Simmonds,KNA,Prime Minister and Minister for Foreign Affairs of Saint Kitts and Nevis
250,General debate,A_48_PV.15_E, 1993-10-04 ,Al-Thani,Qatar,Meshal Hamad Mohamed J.   Al-Thani,QAT,
251,General debate,A_48_PV.15_E, 1993-10-04 ,Abreu Bonilla,Uruguay,Sergio  Abreu Bonilla,URY,
252,General debate,A_48_PV.15_E, 1993-10-04 ,Moravcik,Slovakia,Josef  Moravcik,SVK,
253,General debate,A_48_PV.15_E, 1993-10-04 ,Norodom Ranariddh,Cambodia,Prince of Cambodia  Norodom Ranariddh,KHM,First Prime Minister of the Royal Government of Cambodia
254,General debate,A_48_PV.15_E, 1993-10-04 ,Monteiro,Cape Verde,António  Monteiro,CPV,President of the Republic of Cape Verde
237,General debate,A_48_PV.16_E, 1993-10-05 ,Suleimenov,Kazakhstan,Touleutai  Suleimenov,KAZ,
238,General debate,A_48_PV.16_E, 1993-10-05 ,Dembri,Algeria,Mohamed-Salah  Dembri,DZA,
239,General debate,A_48_PV.16_E, 1993-10-05 ,Hans-Adam II,Liechtenstein,Prince of Liechtenstein  Hans-Adam II,LIE,Head of State of the Principality of Liechtenstein
240,General debate,A_48_PV.16_E, 1993-10-05 ,Zhelev,Bulgaria,Zhelyu.  Zhelev,BGR,President of the Republic of Bulgaria
241,General debate,A_48_PV.16_E, 1993-10-05 ,Clerides,Cyprus,Glafcos  Clerides,CYP,President of the Republic of Cyprus
231,General debate,A_48_PV.17_E, 1993-10-05 ,Shihmuradov,Turkmenistan,Boris  Shihmuradov,TKM,
232,General debate,A_48_PV.17_E, 1993-10-05 ,Musyoka,Kenya,Stephen Kalonzo  Musyoka,KEN,
233,General debate,A_48_PV.17_E, 1993-10-05 ,Paredes Pena,Ecuador,Diego  Paredes Pena,ECU,
234,General debate,A_48_PV.17_E, 1993-10-05 ,Song,Democratic People's Republic of Korea,Won Ho  Song,PRK,
235,General debate,A_48_PV.17_E, 1993-10-05 ,Fajardo Maldonado,Guatemala,Arturo  Fajardo Maldonado,GTM,
236,General debate,A_48_PV.17_E, 1993-10-05 ,Arosemena,Panama,Carlos  Arosemena,PAN,
225,General debate,A_48_PV.18_E, 1993-10-06 ,Tshering,Bhutan,Ugyen  Tshering,BTN,
226,General debate,A_48_PV.18_E, 1993-10-06 ,Wong,Singapore,Kan Seng  Wong,SGP,
227,General debate,A_48_PV.18_E, 1993-10-06 ,Zieleniec,Czech Republic,Josef  Zieleniec,CZE,
228,General debate,A_48_PV.18_E, 1993-10-06 ,Leekpai,Thailand,Chuan  Leekpai,THA,Prime Minister of the Kingdom of Thailand
229,General debate,A_48_PV.18_E, 1993-10-06 ,Al-Khalifa,Bahrain,Mohamed  Al-Khalifa,BHR,
230,General debate,A_48_PV.18_E, 1993-10-06 ,Kijiner,Marshall Islands,Tom  Kijiner,MHL,
215,General debate,A_48_PV.19_E, 1993-10-06 ,Hoxha,Albania,Ferit  Hoxha,ALB,
216,General debate,A_48_PV.19_E, 1993-10-06 ,Kim,Democratic People's Republic of Korea,Jae Hon  Kim,PRK,
217,General debate,A_48_PV.19_E, 1993-10-06 ,Exarchos,Greece,Antonios  Exarchos,GRC,
218,General debate,A_48_PV.19_E, 1993-10-06 ,Fernando Guillén,Peru,Salas  Fernando Guillén,PER,
219,General debate,A_48_PV.19_E, 1993-10-06 ,Gurirab,Namibia,Theo-Ben  Gurirab,NAM,
220,General debate,A_48_PV.19_E, 1993-10-06 ,Sey,Gambia,Alhaji  Sey,GMB,
221,General debate,A_48_PV.19_E, 1993-10-06 ,Phan,Viet Nam,Van Khai  Phan,VNM,
222,General debate,A_48_PV.19_E, 1993-10-06 ,Niasse,Senegal,Moustapha  Niasse,SEN,
223,General debate,A_48_PV.19_E, 1993-10-06 ,Mohamed,Brunei Darussalam,Prince of Brunei Darussalam  Mohamed,BRN,the Principality of Andorra and Eritrea. I welcome all of them to the United Nations family. Some 15 years ago
224,General debate,A_48_PV.19_E, 1993-10-06 ,Habyarimana,Rwanda,Juvenal  Habyarimana,RWA,President of the Republic of Rwanda
209,General debate,A_48_PV.20_E, 1993-10-07 ,Mungra,Suriname,Subhas  Mungra,SUR,
210,General debate,A_48_PV.20_E, 1993-10-07 ,Karabayev,Kyrgyzstan,Ednan  Karabayev,KGZ,
211,General debate,A_48_PV.20_E, 1993-10-07 ,Romulo,Philippines,Roberto  Romulo,PHL,
212,General debate,A_48_PV.20_E, 1993-10-07 ,Gombosuren,Mongolia,Tserenpiliin  Gombosuren,MNG,
213,General debate,A_48_PV.20_E, 1993-10-07 ,Al-Muntasser,Libyan Arab Jamahiriya,Omar  Al-Muntasser,LBY,
214,General debate,A_48_PV.20_E, 1993-10-07 ,Izetbegovic,Bosnia and Herzegovina,Alija  Izetbegovic,BIH,President of the Republic of Bosnia and Herzegovina
201,General debate,A_48_PV.21_E, 1993-10-07 ,Abu Saleh,Sudan,Hussein  Abu Saleh,SDN,Custodian of the Two Holy Mosques
202,General debate,A_48_PV.21_E, 1993-10-07 ,Ssemogerere,Uganda,Paul  Ssemogerere,UGA,
203,General debate,A_48_PV.21_E, 1993-10-07 ,Ould Moine,Mauritania,Mohamed  Ould Moine,MRT,
204,General debate,A_48_PV.21_E, 1993-10-07 ,Al-Sahaf,Iraq,Mohammed Said  Al-Sahaf,IRQ,
205,General debate,A_48_PV.21_E, 1993-10-07 ,Robertson,Jamaica,Paul  Robertson,JAM,
206,General debate,A_48_PV.21_E, 1993-10-07 ,Basendwah,Yemen,Mohamed Salem  Basendwah,YEM,
207,General debate,A_48_PV.21_E, 1993-10-07 ,Rwegasira,United Republic of Tanzania,Joseph  Rwegasira,TZA,
208,General debate,A_48_PV.21_E, 1993-10-07 ,Shonekan,Nigeria,Ernest  Shonekan,NGA,Head and Commander-in-Chief of the Armed Forces of the Federal Republic of Nigeria
192,General debate,A_48_PV.22_E, 1993-10-08 ,Tau,Republic of Moldova,Nicolae Anton  Tau,MDA,
193,General debate,A_48_PV.22_E, 1993-10-08 ,Qhobela,Lesotho,Molapo  Qhobela,LSO,
194,General debate,A_48_PV.22_E, 1993-10-08 ,Oyono,Cameroon,Ferdinand Leopold  Oyono,CMR,
195,General debate,A_48_PV.22_E, 1993-10-08 ,Moungar,Chad,Fidel  Moungar,TCD,Prime Minister of the Republic of Chad was escorted to the rostrum. 
196,General debate,A_48_PV.23_E, 1993-10-08 ,Bassia,Central African Republic,Jean-Marie  Bassia,CAF,
197,General debate,A_48_PV.23_E, 1993-10-08 ,Hurst,Antigua and Barbuda,Lionel  Hurst,ATG,
198,General debate,A_48_PV.23_E, 1993-10-08 ,Niehaus-Quesada,Costa Rica,Bernd  Niehaus-Quesada,CRI,
199,General debate,A_48_PV.23_E, 1993-10-08 ,Abdullah,Oman,Yousuf  Abdullah,OMN,
200,General debate,A_48_PV.23_E, 1993-10-08 ,Ben Moussa,Comoros,Mouslim  Ben Moussa,COM,
186,General debate,A_48_PV.24_E, 1993-10-11 ,Arsala,Afghanistan,Hedayat  Arsala,AFG,
187,General debate,A_48_PV.24_E, 1993-10-11 ,Tavera Guzman,Dominican Republic,Juan  Tavera Guzman,DOM,
188,General debate,A_48_PV.24_E, 1993-10-11 ,Chiepe,Botswana,Gaositwe  Chiepe,BWA,
189,General debate,A_48_PV.24_E, 1993-10-11 ,Seniloli,Fiji,Ratu  Seniloli,FJI,one of the great leaders of the indigenous people of Fiji. 
190,General debate,A_48_PV.24_E, 1993-10-11 ,Papazian,Armenia,Vahan  Papazian,ARM,
191,General debate,A_48_PV.24_E, 1993-10-11 ,Kaputin,Papua New Guinea,John  Kaputin,PNG,
180,General debate,A_48_PV.25_E, 1993-10-11 ,Mallet,Saint Lucia,William George  Mallet,LCA,
181,General debate,A_48_PV.25_E, 1993-10-11 ,Alleyne,Dominica,Brian  Alleyne,DMA,
182,General debate,A_48_PV.25_E, 1993-10-11 ,Lengsavad,Lao People's Democratic Republic,Somsavat  Lengsavad,LAO,
183,General debate,A_48_PV.25_E, 1993-10-11 ,Werleigh,Haiti,Claudette  Werleigh,HTI,
184,General debate,A_48_PV.25_E, 1993-10-11 ,Turnquest,Bahamas,Orville Alton  Turnquest,BHS,
185,General debate,A_48_PV.25_E, 1993-10-11 ,Mapinga Kasenda (Zaire),Zaire,apinga Kasenda ,COD,
176,General debate,A_48_PV.26_E, 1993-10-12 ,Gatti,San Marino,Gabriele  Gatti,SMR,
177,General debate,A_48_PV.26_E, 1993-10-12 ,Taitt,Barbados,Branford  Taitt,BRB,
178,General debate,A_48_PV.26_E, 1993-10-12 ,Gyaw,Myanmar,Ohn  Gyaw,MMR,
179,General debate,A_48_PV.26_E, 1993-10-12 ,Iles,Trinidad and Tobago,Annette des  Iles,TTO,
169,General debate,A_48_PV.27_E, 1993-10-12 ,Dumi,Albania,Dervish  Dumi,ALB,
170,General debate,A_48_PV.27_E, 1993-10-12 ,Aliyev,Azerbaijan,Yashar  Aliyev,AZE,an experienced politician and recognized leader of our country
171,General debate,A_48_PV.27_E, 1993-10-12 ,Mbekeani,Malawi,Nyemba  Mbekeani,MWI,
172,General debate,A_48_PV.27_E, 1993-10-12 ,Alexis,Grenada,Francis.  Alexis,GRD,the parties in New Caledonia and the South Pacific Forum to show restraint to give full consideration to each others concerns and sensitivities. What we see in New Caledonia today stands as a testament to the cooperative spirit characteristic of the Pacific region and as a true example of peaceful and preventive diplomacy at work. At the same time
173,General debate,A_48_PV.27_E, 1993-10-12 ,Alesana,Samoa,Tofilau Eti  Alesana,WSM,Prime Minister and Minister for Foreign Affairs of the Independent State of Western Samoa
174,General debate,A_48_PV.27_E, 1993-10-12 ,Young,Saint Vincent and the Grenadines,Herbert  Young,VCT,
175,General debate,A_48_PV.27_E, 1993-10-12 ,Cardoso,Guinea-Bissau,Bernardino  Cardoso,GNB,
161,General debate,A_48_PV.28_E, 1993-10-13 ,Allagany,Saudi Arabia,Gaafar  Allagany,SAU,
165,General debate,A_48_PV.28_E, 1993-10-13 ,Barrow,Belize,Dean  Barrow,BLZ,
166,General debate,A_48_PV.28_E, 1993-10-13 ,Koirala,Nepal,G.P.  Koirala,NPL,Prime Minister and Minister for Foreign Affairs of the Kingdom of Nepal
167,General debate,A_48_PV.28_E, 1993-10-13 ,Saemala,Solomon Islands,Francis J.  Saemala,SLB,
168,General debate,A_48_PV.28_E, 1993-10-13 ,Moses,Micronesia,Resio  Moses,FSM,
162,General debate,A_48_PV.29_E, 1993-10-13 ,Aliyev,Azerbaijan,Yashar  Aliyev,AZE,
163,General debate,A_48_PV.29_E, 1993-10-13 ,Matthews,Liberia,Gabriel  Matthews,LBR,
164,General debate,A_48_PV.29_E, 1993-10-13 ,Ndong,Equatorial Guinea,Damaso-Obiang  Ndong,GNQ,
324,General debate,A_48_PV.5_E, 1993-09-27 ,Serreqi,Albania,Alfred  Serreqi,ALB,President of the Republic of El Salvador
325,General debate,A_48_PV.5_E, 1993-09-27 ,Abdou,Djibouti,Bolock Abdou  Abdou,DJI,
326,General debate,A_48_PV.5_E, 1993-09-27 ,Silva Cimma,Chile,Enrique  Silva Cimma,CHL,
327,General debate,A_48_PV.5_E, 1993-09-27 ,Hannibalsson,Iceland,Jon  Hannibalsson,ISL,
328,General debate,A_48_PV.5_E, 1993-09-27 ,Essy,Côte d'Ivoire,Amara  Essy,CIV,
329,General debate,A_48_PV.5_E, 1993-09-27 ,Evans,Australia,Gareth J.  Evans,AUS,
330,General debate,A_48_PV.5_E, 1993-09-27 ,Brundtland,Norway,Gro Harlem  Brundtland,NOR,Prime Minister of the Kingdom of Norway
331,General debate,A_48_PV.5_E, 1993-09-27 ,Ben Yahia,Tunisia,Habib  Ben Yahia,TUN,
332,General debate,A_48_PV.5_E, 1993-09-27 ,Moussa,Egypt,Amre  Moussa,EGY,
333,General debate,A_48_PV.5_E, 1993-09-27 ,Albert II,Monaco,Prince of Monaco  Albert II,MCO,who was profoundly touched by the hardship and suffering caused by the First World War - set up the Medical-Legal Commission of Monaco
334,General debate,A_48_PV.5_E, 1993-09-27 ,Chissano,Mozambique,Joachim Alberto  Chissano,MOZ,President of the Republic of Mozambique
335,General debate,A_48_PV.5_E, 1993-09-27 ,Cristiani-Burkard,El Salvador,Alfredo  Cristiani-Burkard,SLV,President of the Republic of El Salvador
320,General debate,A_48_PV.6_E, 1993-09-28 ,Peres,Israel,Shimon  Peres,ISR,
321,General debate,A_48_PV.6_E, 1993-09-28 ,Kozyrev,Russian Federation,Andrei  Kozyrev,RUS,
322,General debate,A_48_PV.6_E, 1993-09-28 ,Ousmane,Niger,Mahamane  Ousmane,NER,President of the Republic of the Niger
323,General debate,A_48_PV.6_E, 1993-09-28 ,Karimov,Uzbekistan,Islam  Karimov,UZB,President of the Republic of Uzbekistan
311,General debate,A_48_PV.7_E, 1993-09-28 ,Moura,Angola,Venancio de  Moura,AGO,
312,General debate,A_48_PV.7_E, 1993-09-28 ,Kargbo,Sierra Leone,Karefa  Kargbo,SLE,
313,General debate,A_48_PV.7_E, 1993-09-28 ,Skubiszewski,Poland,Krzysztof  Skubiszewski,POL,
314,General debate,A_48_PV.7_E, 1993-09-28 ,Petersen,Denmark,Niels Helveg  Petersen,DNK,
315,General debate,A_48_PV.7_E, 1993-09-28 ,Di Tella,Argentina,Guido.  Di Tella,ARG,
316,General debate,A_48_PV.7_E, 1993-09-28 ,Melescanu,Romania,Teodor  Melescanu,ROU,
317,General debate,A_48_PV.7_E, 1993-09-28 ,Ugglas,Sweden,Margaretha af  Ugglas,SWE,
318,General debate,A_48_PV.7_E, 1993-09-28 ,Tudjman,Croatia,Franjo  Tudjman,HRV,President of the Republic of Croatia
319,General debate,A_48_PV.7_E, 1993-09-28 ,Mugabe,Zimbabwe,Robert Gabriel  Mugabe,ZWE,President of the Republic of Zimbabwe
306,General debate,A_48_PV.8_E, 1993-09-29 ,Qian,China,Qichen.  Qian,CHN,
307,General debate,A_48_PV.8_E, 1993-09-29 ,Kinkel,Germany,Klaus  Kinkel,DEU,
308,General debate,A_48_PV.8_E, 1993-09-29 ,Chamorro,Nicaragua,Violeta  Chamorro,NIC,President of the Republic of Nicaragua
309,General debate,A_48_PV.8_E, 1993-09-29 ,Ulmanis,Latvia,Guntis  Ulmanis,LVA,President of the Republic of Latvia
310,General debate,A_48_PV.8_E, 1993-09-29 ,Wasmosy,Paraguay,Juan Carlos  Wasmosy,PRY,President of the Republic of Paraguay
293,General debate,A_48_PV.9_E, 1993-09-29 ,Akram,Pakistan,Munir  Akram,PAK,
294,General debate,A_48_PV.9_E, 1993-09-29 ,Ansari,India,Mohammad  Ansari,IND,whom Pakistan regards as its national poet. I translate the couplet
295,General debate,A_48_PV.9_E, 1993-09-29 ,Dossou,Benin,Robert  Dossou,BEN,
296,General debate,A_48_PV.9_E, 1993-09-29 ,McKinnon,New Zealand,Don  McKinnon,NZL,
297,General debate,A_48_PV.9_E, 1993-09-29 ,Han,Republic of Korea,Sung-Joo  Han,KOR,
298,General debate,A_48_PV.9_E, 1993-09-29 ,Poos,Luxembourg,Jacques F.  Poos,LUX,
299,General debate,A_48_PV.9_E, 1993-09-29 ,Kravchanka,Belarus,Petr  Kravchanka,BLR,
300,General debate,A_48_PV.9_E, 1993-09-29 ,Kooijmans,Netherlands,Hendrik  Kooijmans,NLD,
301,General debate,A_48_PV.9_E, 1993-09-29 ,Solana,Mexico,Fernando  Solana,MEX,
302,General debate,A_48_PV.9_E, 1993-09-29 ,Sattar,Pakistan,Abdul  Sattar,PAK,
303,General debate,A_48_PV.9_E, 1993-09-29 ,Drnovsek,Slovenia,Janez  Drnovsek,SVN,Prime Minister of the Republic of Slovenia
304,General debate,A_48_PV.9_E, 1993-09-29 ,Campbell,Canada,Kim  Campbell,CAN,Prime Minister of Canada
305,General debate,A_48_PV.9_E, 1993-09-29 ,Sánchez de Lozada,Bolivia,Gonzalo  Sánchez de Lozada,BOL,Constitutional President of the Republic of Bolivia
